ID,APP_DBM_ID,Slug,Item,unit_of_measure,Type,Part,Price
292,292,56101504-CM-W01,"CHAIR,monobloc, white, with backrest, w/o armrest",piece,Furniture and Furnishings,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,301.6
293,293,56101519-TM-S01,"TABLE, MONOBLOC, WHITE, 889 x 889mm (35"" x 35"")min",unit,Furniture and Furnishings,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,1336.4
294,294,56101519-TM-S02,"TABLE, MONOBLOC, BEIGE, 889 x 889mm (35"" x 35"")min",unit,Furniture and Furnishings,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,1315.6
295,295,60121413-CB-P01,"CLEARBOOK, 20 transparent pockets, for A4 size",piece,Arts and Crafts Equipment and Accessories and Supplies,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,39.78
296,296,60121413-CB-P02,"CLEARBOOK, 20 transparent pockets, for LEGAL size",piece,Arts and Crafts Equipment and Accessories and Supplies,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,42.38
297,297,60121534-ER-P01,"ERASER, PLASTIC/RUBBER, for pencil draft/writing",piece,Arts and Crafts Equipment and Accessories and Supplies,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,4.42
298,298,60121524-SP-G01,"SIGN PEN, BLACK, liquid/gel ink, 0.5mm needle tip",piece,Arts and Crafts Equipment and Accessories and Supplies,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,34.61
299,299,60121524-SP-G02,"SIGN PEN, BLUE, liquid/gel ink, 0.5mm needle tip",piece,Arts and Crafts Equipment and Accessories and Supplies,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,34.61
300,300,60121524-SP-G03,"SIGN PEN, RED, liquid/gel ink, 0.5mm needle tip",piece,Arts and Crafts Equipment and Accessories and Supplies,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,34.61
301,301,60121124-WR-P01,"WRAPPING PAPER, kraft, 65gsm (-5%)",pack,Arts and Crafts Equipment and Accessories and Supplies,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,154.84
302,1,43231513-SFT-001,Business function specific software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
303,2,43231602-SFT-002,Finance accounting and enterprise resource planning ERP software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
304,3,43232004-SFT-003,Computer game or entertainment software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
305,4,43232107-SFT-004,Content authoring and editing software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
306,5,43232202-SFT-005,Content management software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
307,6,43232304-SFT-006,Data management and query software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
308,7,43232402-SFT-007,Development software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
309,8,43232505-SFT-008,Educational or reference software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
310,9,43232603-SFT-009,Industry specific software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
311,10,43232701-SFT-010,Network applications software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
312,11,43232802-SFT-011,Network management software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
313,12,43232905-SFT-012,Networking software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
314,13,43233004-SFT-013,Operating environment software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
315,14,43233205-SFT-014,Security and protection software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
316,15,43233405-SFT-015,Utility and device driver software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
317,16,43233501-SFT-016,Information exchange software,license,Software,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
318,1,43212111-GFA-001,* Airline Ticket,ticket,PASSENGER AIR TRANSPORTATION,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
319,1,25101503-VA101A,"Car (Sedan or Hatchback)
Engine displacement not exceeding 2200 cc for gasoline

For a Department Secretary and
other officials of equivalent rank in
National Government Agencies
(NGAs), Government-Owned or
-Controlled Corporations (GOCCs)
and Local Government Units
(LGUs)",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
320,0,25101503-VA101B,"Car (Sedan or Hatchback)
Engine displacement not exceeding 2200 cc for diesel

For a Department Secretary and
other officials of equivalent rank in
National Government Agencies
(NGAs), Government-Owned or
-Controlled Corporations (GOCCs)
and Local Government Units
(LGUs)",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
321,0,25101507-VA201A,"Asian Utility Vehicle (AUV or Crossover Utility Vehicle (CUV)

Engine displacement not exceeding 2000 cc for gasoline
For a Department Secretary and
other officials of equivalent rank in
National Government Agencies
(NGAs), Government-Owned or
-Controlled Corporations (GOCCs)
and Local Government Units
(LGUs)",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
322,0,25101507-VA201B,"Asian Utility Vehicle (AUV or Crossover Utility Vehicle (CUV)

Engine displacement not exceeding 2800 cc for diesel
For a Department Secretary and
other officials of equivalent rank in
National Government Agencies
(NGAs), Government-Owned or
-Controlled Corporations (GOCCs)
and Local Government Units
(LGUs)",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
323,2,25101503-VA102A,"Car (Sedan or Hatchback)
Engine displacement not exceeding 3500 cc for gasoline

For an Ambassador or Chief-ofMission of Philippine embassies/
consulates abroad for exclusive use
in the country where the embassy/
consulate is located",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
324,0,25101503-VA102B,"Car (Sedan or Hatchback)
Engine displacement not exceeding 3500 cc for diesel

For an Ambassador or Chief-ofMission of Philippine embassies/
consulates abroad for exclusive use
in the country where the embassy/
consulate is located",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
325,3,25101503-VA103A,"Car (Sedan or Hatchback)
Engine displacement not exceeding 1600 cc for gasoline

For a Department Undersecretary
and other officials of equivalent
rank in NGAs, GOCCs and LGUs
For a Chief of Staff of the Armed
Forces of the Philippines (AFP)",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
326,0,25101503-VA103B,"Car (Sedan or Hatchback)
Engine displacement not exceeding 1600 cc for diesel

For a Department Undersecretary
and other officials of equivalent
rank in NGAs, GOCCs and LGUs
For a Chief of Staff of the Armed
Forces of the Philippines (AFP)",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
327,0,25101507-VA202A,"Asian Utility Vehicle (AUV or Crossover Utility Vehicle (CUV)
Engine displacement not exceeding 2000 cc for gasoline

For a Department Undersecretary
and other officials of equivalent
rank in NGAs, GOCCs and LGUs
For a Chief of Staff of the Armed
Forces of the Philippines (AFP)",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
328,0,25101507-VA202B,"Asian Utility Vehicle (AUV or Crossover Utility Vehicle (CUV)
Engine displacement not exceeding 2500 cc for diesel

For a Department Undersecretary
and other officials of equivalent
rank in NGAs, GOCCs and LGUs
For a Chief of Staff of the Armed
Forces of the Philippines (AFP)",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
329,4,25101503-VA104A,"Car (Sedan or Hatchback)
Engine displacement not exceeding 1500 cc for gasoline

For a Department Assistant
Secretary and other officials of
equivalent rank in NGAs, GOCCs
and LGUs
For a Vice Chief of Staff and the
Commanding Generals of the Major
Services of the AFP",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
330,0,25101503-VA104B,"Car (Sedan or Hatchback)
Engine displacement not exceeding 1500 cc for diesel

For a Department Assistant
Secretary and other officials of
equivalent rank in NGAs, GOCCs
and LGUs
For a Vice Chief of Staff and the
Commanding Generals of the Major
Services of the AFP",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
331,0,25101507-VA203A,"Asian Utility Vehicle (AUV or Crossover Utility Vehicle (CUV)
Engine displacement not exceeding 2000 cc for gasoline

For a Department Assistant
Secretary and other officials of
equivalent rank in NGAs, GOCCs
and LGUs
For a Vice Chief of Staff and the
Commanding Generals of the Major
Services of the AFP",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
332,0,25101507-VA203B,"Asian Utility Vehicle (AUV or Crossover Utility Vehicle (CUV)
Engine displacement not exceeding 2500 cc for diesel

For a Department Assistant
Secretary and other officials of
equivalent rank in NGAs, GOCCs
and LGUs
For a Vice Chief of Staff and the
Commanding Generals of the Major
Services of the AFP",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
333,5,25101503-VA105A,"Car (Sedan or Hatchback)
Engine displacement not exceeding 1500 cc for gasoline

For a Bureau Director, Regional
Director or department-wide/
bureau-wide regional offices and
other officials of equivalent rank in
NGAs, GOCCs and LGUs",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
334,0,25101503-VA105B,"Car (Sedan or Hatchback)
Engine displacement not exceeding 1500 cc for diesel

For a Bureau Director, Regional
Director or department-wide/
bureau-wide regional offices and
other officials of equivalent rank in
NGAs, GOCCs and LGUs",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
335,0,25101507-VA204A,"Asian Utility Vehicle (AUV or Crossover Utility Vehicle (CUV)
Engine displacement not exceeding 1500 cc for gasoline

For a Bureau Director, Regional
Director or department-wide/
bureau-wide regional offices and
other officials of equivalent rank in
NGAs, GOCCs and LGUs",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
336,0,25101507-VA204B,"Asian Utility Vehicle (AUV or Crossover Utility Vehicle (CUV)
Engine displacement not exceeding 1500 cc for diesel

For a Bureau Director, Regional
Director or department-wide/
bureau-wide regional offices and
other officials of equivalent rank in
NGAs, GOCCs and LGUs",unit,A.  For the Exercise of the Executive Functions,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
337,1,25101507-VB101A,"Pick-up
Engine displacement not exceeding 2200 cc for gasoline

For heavy field use in rural and
remote areas with generally rugged
road condition, mountainous and
rugged terrain",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
338,0,25101507-VB101B,"Pick-up
Engine displacement not exceeding 3000 cc for diesel

For heavy field use in rural and
remote areas with generally rugged
road condition, mountainous and
rugged terrain",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
339,0,25101905-VB201A,"All-terrain vehicle, commonly referred to Sports Utility Vehicle
Engine displacement not exceeding 2000 cc for gasoline

For heavy field use in rural and
remote areas with generally rugged
road condition, mountainous and
rugged terrain",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
340,0,25101905-VB201B,"All-terrain vehicle, commonly referred to Sports Utility Vehicle
Engine displacement not exceeding 2400 cc for diesel

For heavy field use in rural and
remote areas with generally rugged
road condition, mountainous and
rugged terrain",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
341,2,25101505-VB301A,"Passenger Van
Engine displacement not exceeding 2200 cc for gasoline

For general urban use where road
conditions are generally good",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
342,0,25101505-VB301B,"Passenger Van
Engine displacement not exceeding 3000 cc for diesel

For general urban use where road
conditions are generally good",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
343,0,25181601-VB401A,"Multi-Purpose Vehicle (MPV)
Engine displacement not exceeding 1500 cc for gasoline 

For general urban use where road
conditions are generally good",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
344,0,25181601-VB401B,"Multi-Purpose Vehicle (MPV)
Engine displacement not exceeding 2500 cc for diesel

For general urban use where road
conditions are generally good",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
345,3,25101801-VB5-01,"Motorcyle
Engine displacement not exceeding 200 cc

For use of field personnel/ workers
who by the nature of their functions
have to travel to remote areas not
normally accessible by ordinary
Motorcycle",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
346,4,25101505-VB302A,"Passenger Van
Engine displacement not exceeding 2200 cc for gasoline 

For transport of personnel/visitors
for activities related to education,
tourism, trade and investment
promotions, banking and finance,
foreign affairs, and other official
functions",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
347,0,25101505-VB302B,"Passenger Van
Engine displacement not exceeding 3000 cc for diesel

For transport of personnel/visitors
for activities related to education,
tourism, trade and investment
promotions, banking and finance,
foreign affairs, and other official
functions",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
348,5,25101502-VB6-01,"Bus
Engine displacement not exceeding 8500 cc for diesel

For mass transportation of
personnel/visitors for activities
related to education, tourism, trade and investment promotions, banking and finance, foreign affairs, and
other official functions",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
349,0,25101502-VB7-01,"Mini-Bus
Engine displacement not exceeding 4500 cc for diesel

For mass transportation of
personnel/visitors for activities
related to education, tourism, trade and investment promotions, banking and finance, foreign affairs, and
other official functions",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
350,1,25181601-VC101A,"MPV (For conversion into an ambulance and fitted with the necessary medical equipment and apparatus)
Engine displacement not exceeding 1500 cc for gasoline

For transport of sick and/or injured
persons in hospitals, and for
government agencies where an
ambulance may be needed on
stand�by at all times in case of
emergency",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
351,0,25181601-VC101B,"MPV (For conversion into an ambulance and fitted with the necessary medical equipment and apparatus)
Engine displacement not exceeding 2500 cc for diesel

For transport of sick and/or injured
persons in hospitals, and for
government agencies where an
ambulance may be needed on
stand�by at all times in case of
emergency",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
352,0,25101703-VC201A,"Passenger Van (For conversion into an ambulance and fitted with the necessary medical equipment and apparatus)
Engine displacement not exceeding 2200 cc
for gasoline

For transport of sick and/or injured
persons in hospitals, and for
government agencies where an
ambulance may be needed on
stand�by at all times in case of
emergency",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
353,0,25101703-VC201B,"Passenger Van (For conversion into an ambulance and fitted with the necessary medical equipment and apparatus)
Engine displacement not exceeding 3000 cc for diesel 

For transport of sick and/or injured
persons in hospitals, and for
government agencies where an
ambulance may be needed on
stand�by at all times in case of
emergency",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
354,0,25101703-VC3-01,"Original ambulance, designed,  built and equipped as such by
the manufacturer 
(Specifications may vary according to manufacturer and the sophistication of the desired units)

For transport of sick and/or injured
persons in hospitals, and for
government agencies where an
ambulance may be needed on
stand�by at all times in case of
emergency",unit,"B.  For the Transport of Personnel, Equipment, Supplies, Product and Materials",PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
355,1,25101702-VD101A,"Patrol Car 
Four�door car (Sedan or
Hatchback) 
Engine displacement not exceeding 1600 cc for gasoline


For patrol operations within a city 
or municipal proper",unit,D. For Patrol Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
356,0,25101702-VD101B,"Patrol Car 
Four�door car (Sedan or
Hatchback) 
Engine displacement not exceeding 1600 cc for diesel


For patrol operations within a city 
or municipal proper",unit,D. For Patrol Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
357,0,25101702-VD201A,"Patrol Vehicle
AUV or CUV
Engine displacement not exceeding 2000 cc for gasoline

For patrol operations within a city 
or municipal proper",unit,D. For Patrol Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
358,0,25101702-VD201B,"Patrol Vehicle
AUV or CUV
Engine displacement not exceeding 2500 cc for diesel

For patrol operations within a city 
or municipal proper",unit,D. For Patrol Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
359,0,25101702-VD301A,"Patrol Jeep
Assembled owner-type
jeepney 
Engine displacement not exceeding 1800 cc for gasoline 


For patrol operations within a city 
or municipal proper",unit,D. For Patrol Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
360,0,25101702-VD301B,"Patrol Jeep
Assembled owner-type
jeepney 
Engine displacement not exceeding 2500 cc for diesel


For patrol operations within a city 
or municipal proper",unit,D. For Patrol Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
361,0,25101702-VD4-01,"Patrol Motorcycle 
Specifications may vary according to the
Motorcycle 

For patrol operations within a city 
or municipal proper",unit,D. For Patrol Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
362,2,25101702-VE101A,"Patrol Car 
Four�door car (Sedan or
Hatchback) 
Engine displacement not exceeding 2000 cc
for gasoline 

For highway patrol operations Patrol car
where speed and stability are
critical when pursuing other speedy
vehicles",unit,D. For Patrol Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
363,0,25101702-VE101B,"Patrol Car 
Four�door car (Sedan or
Hatchback) 
Engine displacement not exceeding 2000 cc
for diesel 

For highway patrol operations Patrol car
where speed and stability are
critical when pursuing other speedy
vehicles",unit,D. For Patrol Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
364,0,25101702-VE2-01,"Patrol Motorcycle 
Specifications may vary according to the intended use of the agency and in consideration of the minimum specifications of motorcycles allowed in certain areas

For highway patrol operations Patrol car
where speed and stability are
critical when pursuing other speedy
vehicles",unit,D. For Patrol Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES (Motor Vehicles),0
365,1,25101703-VF101A,"MPV   
(for conversion into a rescue vehicle
equipped with the necessary equipment and apparatus) 
Engine displacement not exceeding 1500 cc for gasoline 

For mobility purposes and
immediate response during disasters
and calamities",unit,F. For Disaster Response and Rescue/Relief Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
366,0,25101703-VF101B,"MPV   
(for conversion into a rescue vehicle
equipped with the necessary equipment and apparatus) 
Engine displacement not exceeding 2500 cc for diesel

For mobility purposes and
immediate response during disasters
and calamities",unit,F. For Disaster Response and Rescue/Relief Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
367,2,25101507-VF201A,"Pick-up 
(for conversion into a rescue vehicle
equipped with the necessary equipment and apparatus)
Engine displacement not exceeding 2200 cc for gasoline 

For mobility purposes and
immediate response during disasters
and calamities",unit,F. For Disaster Response and Rescue/Relief Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
368,0,25101507-VF201B,"Pick-up 
(for conversion into a rescue vehicle
equipped with the necessary equipment and apparatus)
Engine displacement not exceeding 3000 cc for diesel

For mobility purposes and
immediate response during disasters
and calamities",unit,F. For Disaster Response and Rescue/Relief Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
369,3,25101801-VF3-01,"Motorcycle 
Specifications may vary according to the intended use of the agency and in consideration of the minimum specifications of motorcycles allowed in certain areas

For mobility purposes and
immediate response during disasters
and calamities",unit,F. For Disaster Response and Rescue/Relief Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
370,1,25101705-VH1-01,"Fire Truck
Custom-built fire trucks
( siler versions are built/manufactured locally) 
Specifications may vary according to the manufacturer, model, intended use, etc., all pertinent data/specifications about the proposed fire truck must be supplied by the requesting agency.

To provide basic fire-fighting
capability to the Bureau of Fire
Protection, and other government
agencies whose functions and
operations necessitate the
maintenance of a fire-fighting unit",unit,H. For Fire Fighting Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
371,2,25101705-VH2-01,"Original Fire Truck
(More sophisticated versions and fully equipped according to the intended
use)
Specifications may vary according to the manufacturer, model, intended use, etc., all pertinent data/specifications about the proposed fire truck must be supplied by the requesting agency.


To provide basic fire-fighting
capability to the Bureau of Fire
Protection, and other government
agencies whose functions and
operations necessitate the
maintenance of a fire-fighting unit",unit,H. For Fire Fighting Operations,PART I. AVAILABLE AT PROCUREMENT SERVICE STORES,0
